Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
5/28/2016,Hotel Arena, United Kingdom , Our suite on the 3 floor was beautiful but our mattress probably old was slumping in the middle The staff could not provide a board to put under to make it better and at the time there was no other suite available though smaller rooms were offered For the price you would have expected at least a comfortable bed,52.3605759,4.9159683
5/22/2016,Hotel Arena, Ireland , The shower was useless and when it worked it soaked the entire bathroom meaning we had to use all our towels to dry the floor was a disaster The room wasn t cleaned properly in a long time just cleaning round the edges The bed room was up a slight set of stairs which left it very warm because we were along way form the window which left the room stuffy and over heated having to go up and down stairs that were dangerous to the toilet or to get a drink was a nightmare The stairs are dangerous and narrow wouldn t be suitable for older people or kids You definitely get what you pay for It was half clean and not very central,52.3605759,4.9159683
5/22/2016,Hotel Arena, United Kingdom , Overpriced breakfast Bed too soft Bath had no shelf to leave bottles etc on Building works impact on overall good impression ,52.3605759,4.9159683
5/17/2016,Hotel Arena, United Kingdom , We were upgraded which was lovely but the heating didn t work and the room was cleaned once in 3 days We had to ask for more towels We ordered two burgers which were disgusting and the meat smelled bad after 3 mouthfuls my friend was sick ,52.3605759,4.9159683
5/17/2016,Hotel Arena, United Kingdom , We did have what looked like blood splashes all up the top of our curtains Told reception but nothing was done about it It definitely didn t put us of our stay and wouldn t stop us going back ,52.3605759,4.9159683
5/7/2016,Hotel Arena, United States of America , The bathrooms only had smoked glass walls which did not provide as much privacy as we are used to The lighting in the halls was too dim ,52.3605759,4.9159683
5/7/2016,Hotel Arena, United Kingdom , We had one of our items we bought taken possibly mistaken as rubbish even though this wasn t in the bin no where near the bin and next to other gifts we bought We told reception but nothing came of it Very disappointing as this made us feel our other belonging where not safe in the hotel from there on ,52.3605759,4.9159683
5/3/2016,Hotel Arena, United Kingdom , Two storey room with narrow winding stairs Wet room d cor and functionality Lack of storage space,52.3605759,4.9159683
5/3/2016,Hotel Arena, Netherlands , There was a staircase in our room between the bed and the bathroom This means the bathroom is very spacious and lovely but can be a bit of a pain in the middle of the night ,52.3605759,4.9159683
5/3/2016,Hotel Arena, Norway , It would have been nice if the one responsible for the cleaning of the room had swept up the crumbs from the floor It was noisy from the main street It was not heated floor in the bathroom and as it rained pretty much during our stay it was difficult with wet shoes There was construction site all around the hotel and the choice would have fell on another hotel if we had known this I am sure it will be very nice when it is finished ,52.3605759,4.9159683
5/1/2016,Hotel Arena, United Kingdom , First impressions of the dark reception made us wary to begin with Also we were given a duplex suite to start with Dutch stairs are very steep and we asked to change rooms which staff were most accommodating about The hotel is being renovated externally but this didn t affect our stay at all ,52.3605759,4.9159683
5/1/2016,Hotel Arena, Australia , Foyer was a mess Only place to relax was the bar and that was not comfortable enough to stay for more than a drink or two We had a very cold spell and it was draughty The first room whilst ok for a honey moon couple was totally unacceptable for any one over 30 or afraid of hights The second room was huge cold and paint in need of repair The hotel states it is four star but is not It feels like a up graded backpackers It is basic clean no frills or comfort three star max I thought I was booking a comfortable picturesque hotel it felt like and old school building we later found out that is exactly what it it was The hotel was under going major re constructions to the foyer entrance area nothing was mentioned at time of booking It was very disappointing and embarrassing as I had also made the booking for our friends who we were travelling with Very expensive hotel with nothing to make up for the expensive rooms ,52.3605759,4.9159683
4/26/2016,Hotel Arena, Belgium , the club sandwiches cold bacon with congealed fat and processed chicken Very poor ,52.3605759,4.9159683
4/24/2016,Hotel Arena, United Kingdom , The only complaint we had was the iron in the room was not a steam iron and it was travel size which did not work particularly well ,52.3605759,4.9159683
4/24/2016,Hotel Arena, United Kingdom , There was a little construction at the time but we were compensated with a free drink and room well away from the work ,52.3605759,4.9159683
4/24/2016,Hotel Arena, United Kingdom , Building working next to entrance wooden platform to door looked unwelcoming Gothic look of reception area Checking out at 11 30am Wooden beam at one side of bed bloking your way See through glass to shower ,52.3605759,4.9159683
